原题名称,标题,题目名称,问题描述,输入描述,输出描述,提示说明,样例输入,样例输出,通过率,AC数,Submit,题目URL,题目列表URL,补题传送门URL,补题题目URL
3819：谁是大佬,22-23(1)第2次线上赛,4：谁是大佬,根据学号1号到m号依次给出m个学生的期中考试成绩，其中有且仅有一个最高分，问最高分是几号学生。,"这是一道多组案例的题目，首先是一个正整数n，表示案例的数量。（n<=10）
每组案例中先是一个正整数m，表示学生的数量，（m<=100）
然后是m个0到100之间的整数，表示从1号到m号学生的成绩。","针对每组案例，输出一个整数，表示成绩最高的学生学号。
每组案例输出完都要换行。",,"2

3

80 90 100

4

94 96 92 90







","3
2",43.72%,108,247,https://www.xujcoj.com/home/contest/1192/problem/4,https://www.xujcoj.com/home/contest/1192/problem,https://www.xujcoj.com/home/problem?keyword3=1192,https://www.xujcoj.com/home/problem/detail/3819
3820：末三位数,22-23(1)第2次线上赛,3：末三位数,"12345 的末三位数字是 345，1024 的末三位数字是 24，1000 的末三位数字是 0，25 的末三位数字是 25。
现在有个斐波那契数列（1、1、2、3、5、8、13、...），数列第 1 项和第 2 项元素为 1，后面每项元素是前两项元素之和。
求数列第 a 项到第 b 项元素所有元素末三位之和。（注意不是总和的末三位）","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n <= 10）
每组案例由两个正整数 a 和 b 组成（1<=a<=b<=5e7）。","针对每组案例，输出一个长整数，表示数列第 a 项到第 b 项元素所有元素末三位之和。
每组案例输出完要换行。",,"2
2 4
10 20","6
4622",12.23%,17,139,https://www.xujcoj.com/home/contest/1192/problem/3,https://www.xujcoj.com/home/contest/1192/problem,https://www.xujcoj.com/home/problem?keyword3=1192,https://www.xujcoj.com/home/problem/detail/3820
3823：4的倍数,22-23(1)第2次线上赛,2：4的倍数,有m个整数，问其中是否存在某3个数字的和是4的倍数。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=10）
每组案例中先是一个正整数m，表示数字的个数，(m<=100000）
然后是m个整数。（绝对值均不大于1亿）","针对每组案例，如果这m个数字中存在三个数的和是4的倍数，那么输出Yes，否则输出No。
每组案例输出完都要换行。",,"2
4
1 2 3 4
5
1 5 9 12 16","Yes
No",10.86%,39,359,https://www.xujcoj.com/home/contest/1192/problem/2,https://www.xujcoj.com/home/contest/1192/problem,https://www.xujcoj.com/home/problem?keyword3=1192,https://www.xujcoj.com/home/problem/detail/3823
3846：质数数量和总和,22-23(1)第3次线上赛,1：质数数量和总和,输入一个m，统计不大于m的质数个数及总和。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例由一个正整数m组成。（m<=10000）","针对每组案例，输出两个整数，表示不大于m的质数个数和总和，用一个空格相隔。
每组案例输出完都要换行。",,"2
10
13","4 17
6 41",48.45%,172,355,https://www.xujcoj.com/home/contest/1218/problem/1,https://www.xujcoj.com/home/contest/1218/problem,https://www.xujcoj.com/home/problem?keyword3=1218,https://www.xujcoj.com/home/problem/detail/3846
3847：数列之和,22-23(1)第3次线上赛,2：数列之和,计算斐波那契数列前m项之和的后三位数。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例由一个正整数m组成。（m<=500000）","针对每组案例，输出一个整数，表示数列前m项之和的最后三位数。如果最后三位数以0开头，不必输出前置0，例如如果最后三位数是024，那么只要输出24；如果最后三位数是005，那么只要输出5；如果最后三位数是000，那么只要输出0。
每组案例输出完都要换行。",,"2
10
1000","143

375
",33.99%,69,203,https://www.xujcoj.com/home/contest/1218/problem/2,https://www.xujcoj.com/home/contest/1218/problem,https://www.xujcoj.com/home/problem?keyword3=1218,https://www.xujcoj.com/home/problem/detail/3847
3868：等差三位数,22-23(1)第3次线上赛,6：等差三位数,"如果一个三位整数的百位、十位、个位数恰好构成了一个等差数列，则称该数字为等差三位数。
现在给定一个三位整数，如果该数字是等差三位数，则输出Yes，否则输出No。","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例由一个三位整数m构成。（100<=m<=999）","针对每组案例，如果m是等差三位数，则输出Yes，否则输出No。
每组案例输出完都要换行。",,"2
357
455","Yes
No",58.53%,175,299,https://www.xujcoj.com/home/contest/1218/problem/6,https://www.xujcoj.com/home/contest/1218/problem,https://www.xujcoj.com/home/problem?keyword3=1218,https://www.xujcoj.com/home/problem/detail/3868
3918：比因子,22-23(1)第4次线上赛,1：比因子,比较两个正整数的因子数量,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例由两个正整数a、b组成。（均不大于10亿）","针对每组案例，如果a的因子数量比较多，则输出A；如果b的因子数量比较多，则输出B；如果a、b因子数量相同，则输出draw。
每组案例输出完都要换行。",,"3
4 9
4 8
6 7","draw
B
A",21.68%,119,549,https://www.xujcoj.com/home/contest/1250/problem/1,https://www.xujcoj.com/home/contest/1250/problem,https://www.xujcoj.com/home/problem?keyword3=1250,https://www.xujcoj.com/home/problem/detail/3918
3962：日期格式转换,22-23(1)第5次线上赛,1：日期格式转换,"英式英语表示日期按日/月/年的形式，例如“2022年11月26日”，会写成“26 Nov., 2022”，最开始是数字形式的天和一个空格；月用英文单词缩写（5月不用缩写），并且如果遇到缩写的月份，后面会跟着一个小数点.；然后是一个逗号和一个空格；最后是数字形式的年份。
美式英语表示日期按月/日/年的形式，例如“2022年11月26日”，会写成“Nov. 26, 2022”，月用英文单词缩写（5月不用缩写），并且如果遇到缩写的月份，后面会跟着一个小数点.；接下来是一个空格和数字形式的天，然后是一个逗号和一个空格；最后是数字形式的年份。
英文月份缩写：—月份= Jan，二月份= Feb，三月份=Mar，四月份= Apr，五月份=May，六月份=Jun，七月份=Jul，八月份= Aug，九月份= Sept，十月份= Oct，十—月份=Nov，十二月份= Dec
中国人表示日期按年.月.日的形式，例如“2022年11月26日”，会写成“2022.11.26”。
把一个英式或者美式英语表示的日期转成中国人习惯的日期写法。","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例是一个英式英语或者美式英语的日期（不会是公元前的日期）。","针对每组案例，输出对应的中国人习惯的日期写法。
每组案例输出完都要换行。",,"2
May 7, 2022
26 Nov., 2022","2022.5.7
2022.11.26",32.68%,67,205,https://www.xujcoj.com/home/contest/1268/problem/1,https://www.xujcoj.com/home/contest/1268/problem,https://www.xujcoj.com/home/problem?keyword3=1268,https://www.xujcoj.com/home/problem/detail/3962
3963：毕业答辩,22-23(1)第5次线上赛,5：毕业答辩,"某学院的答辩规则如下：
1、一共有3个老师打分，分数范围是0~100之间的整数；
2、如果最多仅有一个老师给出60以下的分数，且三个老师给的分数的平均值不低于60，则算答辩通过；
3、除了第2点以外，剩下的情况视为答辩失败。","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例由三个非负整数组成，表示三个老师打的分数。","针对每组案例，如果答辩通过则输出Yes，否则输出No。
每组案例输出完都要换行。",,"2
50 50 60
75 70 80","No
Yes",35.41%,205,579,https://www.xujcoj.com/home/contest/1268/problem/5,https://www.xujcoj.com/home/contest/1268/problem,https://www.xujcoj.com/home/problem?keyword3=1268,https://www.xujcoj.com/home/problem/detail/3963
3964：几个6,23-24(1)第3次线上赛,4：几个0,问一堆整数相乘结果的尾数里有几个0。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例中，先是一个正整数m，表示数字的个数，（m<=3000）
然后是m个整数。（绝对值均不大于1亿）","针对每组案例，输出一个整数，表示这m个整数相乘结果的尾数里有几个0。（如果结果是0，认为尾数里有1个0）
每组案例输出完都要换行。",,"2
3
0 1 2
5
10 10 7 8 9","1
2",5.80%,21,362,https://www.xujcoj.com/home/contest/1515/problem/4,https://www.xujcoj.com/home/contest/1515/problem,https://www.xujcoj.com/home/problem?keyword3=1515,https://www.xujcoj.com/home/problem/detail/4336
3970：日期-1,22-23(2)第3次线上赛,2：日期-3,"给定一个用年月日表示的日期，判断该日期是否合法。

其中年份如果是负数表示公元前，也是合法的。但由于没有公元0年，所以年份为0不合法。

月份和日期根据常识做判断。
","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例由3个整数组成，表示年、月、日。","针对每组案例，如果日期合法，则输出Yes，否则输出No。

每组案例输出完都要换行。
",闰年满足以下任意一种情况即可：1、年份是400的倍数，但必须不是3200的倍数；2、年份是4的倍数，但必须不是100的倍数。,"2

2000 2 29

2020 0 0
","Yes

No
",29.29%,82,280,https://www.xujcoj.com/home/contest/1360/problem/2,https://www.xujcoj.com/home/contest/1360/problem,https://www.xujcoj.com/home/problem?keyword3=1360,https://www.xujcoj.com/home/problem/detail/3972
3971：日期-2,22-23(2)第3次线上赛,2：日期-3,"给定一个用年月日表示的日期，判断该日期是否合法。

其中年份如果是负数表示公元前，也是合法的。但由于没有公元0年，所以年份为0不合法。

月份和日期根据常识做判断。
","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例由3个整数组成，表示年、月、日。","针对每组案例，如果日期合法，则输出Yes，否则输出No。

每组案例输出完都要换行。
",闰年满足以下任意一种情况即可：1、年份是400的倍数，但必须不是3200的倍数；2、年份是4的倍数，但必须不是100的倍数。,"2

2000 2 29

2020 0 0
","Yes

No
",29.29%,82,280,https://www.xujcoj.com/home/contest/1360/problem/2,https://www.xujcoj.com/home/contest/1360/problem,https://www.xujcoj.com/home/problem?keyword3=1360,https://www.xujcoj.com/home/problem/detail/3972
3972：日期-3,22-23(2)第3次线上赛,2：日期-3,"给定一个用年月日表示的日期，判断该日期是否合法。

其中年份如果是负数表示公元前，也是合法的。但由于没有公元0年，所以年份为0不合法。

月份和日期根据常识做判断。
","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例由3个整数组成，表示年、月、日。","针对每组案例，如果日期合法，则输出Yes，否则输出No。

每组案例输出完都要换行。
",闰年满足以下任意一种情况即可：1、年份是400的倍数，但必须不是3200的倍数；2、年份是4的倍数，但必须不是100的倍数。,"2

2000 2 29

2020 0 0
","Yes

No
",29.29%,82,280,https://www.xujcoj.com/home/contest/1360/problem/2,https://www.xujcoj.com/home/contest/1360/problem,https://www.xujcoj.com/home/problem?keyword3=1360,https://www.xujcoj.com/home/problem/detail/3972
3973：输出-1,22-23(2)第5次线上赛,1：输出-3,输出两个整数中较小数的3倍。如果两个数相等，随便把其中一个数看作较小数。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例由两个整数组成。（绝对值均不大于5亿）

","针对每组案例，输出其中较小数的3倍。

每组案例输出完都要换行。

",,"2

10 5

3 3","15
9",73.91%,51,69,https://www.xujcoj.com/home/contest/1385/problem/1,https://www.xujcoj.com/home/contest/1385/problem,https://www.xujcoj.com/home/problem?keyword3=1385,https://www.xujcoj.com/home/problem/detail/3975
3974：输出-2,22-23(2)第5次线上赛,1：输出-3,输出两个整数中较小数的3倍。如果两个数相等，随便把其中一个数看作较小数。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例由两个整数组成。（绝对值均不大于5亿）

","针对每组案例，输出其中较小数的3倍。

每组案例输出完都要换行。

",,"2

10 5

3 3","15
9",73.91%,51,69,https://www.xujcoj.com/home/contest/1385/problem/1,https://www.xujcoj.com/home/contest/1385/problem,https://www.xujcoj.com/home/problem?keyword3=1385,https://www.xujcoj.com/home/problem/detail/3975
3975：输出-3,22-23(2)第5次线上赛,1：输出-3,输出两个整数中较小数的3倍。如果两个数相等，随便把其中一个数看作较小数。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例由两个整数组成。（绝对值均不大于5亿）

","针对每组案例，输出其中较小数的3倍。

每组案例输出完都要换行。

",,"2

10 5

3 3","15
9",73.91%,51,69,https://www.xujcoj.com/home/contest/1385/problem/1,https://www.xujcoj.com/home/contest/1385/problem,https://www.xujcoj.com/home/problem?keyword3=1385,https://www.xujcoj.com/home/problem/detail/3975
3976：符合条件的数-1,22-23(2)第4次线上赛,3：符合条件的数-2,有两个正整数a和b，希望得到一个符合条件的最小正整数c，使得a减c的结果恰好是b的倍数。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。
每组案例由两个正整数a和b组成。","针对每组案例，输出一个符合条件的最小正整数c，使得a减c的结果恰好是b的倍数。（n<=1000）
每组案例输出完都要换行。（均不大于10亿）

",,"2
12 6
10 20","6
10",28.57%,56,196,https://www.xujcoj.com/home/contest/1371/problem/3,https://www.xujcoj.com/home/contest/1371/problem,https://www.xujcoj.com/home/problem?keyword3=1371,https://www.xujcoj.com/home/problem/detail/3977
3977：符合条件的数-2,22-23(2)第4次线上赛,3：符合条件的数-2,有两个正整数a和b，希望得到一个符合条件的最小正整数c，使得a减c的结果恰好是b的倍数。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。
每组案例由两个正整数a和b组成。","针对每组案例，输出一个符合条件的最小正整数c，使得a减c的结果恰好是b的倍数。（n<=1000）
每组案例输出完都要换行。（均不大于10亿）

",,"2
12 6
10 20","6
10",28.57%,56,196,https://www.xujcoj.com/home/contest/1371/problem/3,https://www.xujcoj.com/home/contest/1371/problem,https://www.xujcoj.com/home/problem?keyword3=1371,https://www.xujcoj.com/home/problem/detail/3977
3978：符合条件的数-3,22-23(2)第4次线上赛,3：符合条件的数-2,有两个正整数a和b，希望得到一个符合条件的最小正整数c，使得a减c的结果恰好是b的倍数。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。
每组案例由两个正整数a和b组成。","针对每组案例，输出一个符合条件的最小正整数c，使得a减c的结果恰好是b的倍数。（n<=1000）
每组案例输出完都要换行。（均不大于10亿）

",,"2
12 6
10 20","6
10",28.57%,56,196,https://www.xujcoj.com/home/contest/1371/problem/3,https://www.xujcoj.com/home/contest/1371/problem,https://www.xujcoj.com/home/problem?keyword3=1371,https://www.xujcoj.com/home/problem/detail/3977
3992：星号阵列-23,22-23(2)第3次线上赛,4：星号阵列-23,"输出一个星号阵列，每行星号的数量满足以下规律：
1、第一行有a个星号；
2、从第二行开始，每行星号的数量是上一行星号数量的因子的个数，例如上一行有6个星号，由于6有1、2、3、6共4个因子，故该行有4个星号；
3、当某一行有1个或者2个星号时，该行是星号阵列的最后一行，最后一行打完星号以后也有换行。","只有一组案例。
一个正整数a，表示第一行星号的数量。（a<=100）",按要求输出星号阵列。,,6,"******
****
***
**",52.55%,72,137,https://www.xujcoj.com/home/contest/1360/problem/4,https://www.xujcoj.com/home/contest/1360/problem,https://www.xujcoj.com/home/problem?keyword3=1360,https://www.xujcoj.com/home/problem/detail/3992
3993：星号阵列-24,22-23(2)第3次线上赛,4：星号阵列-23,"输出一个星号阵列，每行星号的数量满足以下规律：
1、第一行有a个星号；
2、从第二行开始，每行星号的数量是上一行星号数量的因子的个数，例如上一行有6个星号，由于6有1、2、3、6共4个因子，故该行有4个星号；
3、当某一行有1个或者2个星号时，该行是星号阵列的最后一行，最后一行打完星号以后也有换行。","只有一组案例。
一个正整数a，表示第一行星号的数量。（a<=100）",按要求输出星号阵列。,,6,"******
****
***
**",52.55%,72,137,https://www.xujcoj.com/home/contest/1360/problem/4,https://www.xujcoj.com/home/contest/1360/problem,https://www.xujcoj.com/home/problem?keyword3=1360,https://www.xujcoj.com/home/problem/detail/3992
3994：星号阵列-25,22-23(2)第3次线上赛,4：星号阵列-23,"输出一个星号阵列，每行星号的数量满足以下规律：
1、第一行有a个星号；
2、从第二行开始，每行星号的数量是上一行星号数量的因子的个数，例如上一行有6个星号，由于6有1、2、3、6共4个因子，故该行有4个星号；
3、当某一行有1个或者2个星号时，该行是星号阵列的最后一行，最后一行打完星号以后也有换行。","只有一组案例。
一个正整数a，表示第一行星号的数量。（a<=100）",按要求输出星号阵列。,,6,"******
****
***
**",52.55%,72,137,https://www.xujcoj.com/home/contest/1360/problem/4,https://www.xujcoj.com/home/contest/1360/problem,https://www.xujcoj.com/home/problem?keyword3=1360,https://www.xujcoj.com/home/problem/detail/3992
4016：数列-10,25-26(1)第4次线上赛,6：数列-18,有一个数列，第一项是a，后面每一项是前一项*b+c的结果除以10007的余数，求数列数值最接近10007的一项是多少？,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例由三个正整数a、b、c组成。（均不大于10000）","针对每组案例，输出数列中的一项，该项是所有项中最接近10007的。
每组案例输出完都要换行。",,"1
2 1 2",10006,59.70%,80,134,https://www.xujcoj.com/home/contest/2554/problem/6,https://www.xujcoj.com/home/contest/2554/problem,https://www.xujcoj.com/home/problem?keyword3=2554,https://www.xujcoj.com/home/problem/detail/5697
4017：21世纪的第几天,22-23(1)第6次线上赛,1：21世纪的第几天,21世纪包括从2000年到2099年的这100年，现在给出21世纪中的某一天，输出这天是21世纪的第几天？,"这是一道多组案例的题。一个正整数n，表示案例的数量。（n<=10000）
每组案例由三个正整数y、m、d组成，表示y年m月d日。（保证是21世纪的某一天）","针对每组案例，输出一个正整数，表示该天是21世纪的第几天。
每组案例输出完都要换行。",,"2
2000 1 1
2001 1 1","1
367",26.87%,79,294,https://www.xujcoj.com/home/contest/1286/problem/1,https://www.xujcoj.com/home/contest/1286/problem,https://www.xujcoj.com/home/problem?keyword3=1286,https://www.xujcoj.com/home/problem/detail/4017
4018：完全平方数-4,24-25(2)第2次线上赛,5：完全平方数-6,已知一个正整数a，现在希望计算所有不大于m的正整数b个数，使得a、b相乘的结果是完全平方数。,"这是一道多组案例的题目，一个正整数n，表示案例的数量。（n<=10000）
每组案例由两个正整数a和m组成。（a<=1e8，m<=1e8）","针对每组案例，输出一个整数，表示满足条件的数字b的个数。
每组案例输出完都要换行。",,"2
2 10
3 48","2
4",21.48%,32,149,https://www.xujcoj.com/home/contest/2228/problem/5,https://www.xujcoj.com/home/contest/2228/problem,https://www.xujcoj.com/home/problem?keyword3=2228,https://www.xujcoj.com/home/problem/detail/5325
4020：重组的字符串,22-23(1)第6次线上赛,5：重组的字符串,一个只含有大写英文字母和小写英文字母的字符串，现在要把其中的大写英文字母往前靠，小写英文字母往后靠，同时不改变大写英文字母之间的顺序，也不改变小写英文字母之间的顺序。例如AlPhaBet重组后变成了APBlhaet。,"这是一道多组案例的题。一个正整数n，表示案例的数量。（n<=100）
每组案例由一个只含有大写英文字母和小写英文字母的字符串组成。（长度不大于20）","针对每组案例，输出重组后的字符串。
每组案例输出完都要换行。",,"2
AlPhaBet
AaBbAa","APBlhaet
ABAaba",76.71%,112,146,https://www.xujcoj.com/home/contest/1286/problem/5,https://www.xujcoj.com/home/contest/1286/problem,https://www.xujcoj.com/home/problem?keyword3=1286,https://www.xujcoj.com/home/problem/detail/4020
4023：整数倍,22-23(2)第4次线上赛,1：整数倍,确定两个整数是否能够将其中的一个数字表示成另一个数字的整数倍,"这是一道多组案例的题目。一个正整数n，表示案例的数量。
每组案例由两个整数a和b组成。","针对每组案例，如果a可以表示成b的整数倍，或者b可以表示成a的整数倍，则输出Yes，否则输出No。
每组案例输出完都要换行。",0倍也算整数倍,"2

2 6

5 2","Yes
No",23.99%,71,296,https://www.xujcoj.com/home/contest/1371/problem/1,https://www.xujcoj.com/home/contest/1371/problem,https://www.xujcoj.com/home/problem?keyword3=1371,https://www.xujcoj.com/home/problem/detail/4023
4024：0和1,22-23(2)第2次线上赛,5：0和1,"判断两个整数之和里是否有相邻的两位数字分别是0和1。
例如总和为3012，这个数字里有相邻的数字0和1，这就符合条件；同理3102也符合条件；但3120不符合条件，因为虽然有0和1，但不相邻。","这是一道多组案例的题目。一个正整数n，表示案例的数量。

每组案例由两个整数a和b组成。

","针对每组案例，如果a+b之和里有相邻的数字0和1，则输出Yes，否则输出No。
每组案例输出完都要换行。

",,"3
3000 12
3000 102
3000 120","Yes
Yes
No",46.43%,52,112,https://www.xujcoj.com/home/contest/1326/problem/5,https://www.xujcoj.com/home/contest/1326/problem,https://www.xujcoj.com/home/problem?keyword3=1326,https://www.xujcoj.com/home/problem/detail/4024
4027：名字和成绩,22-23(2)第2次线上赛,4：名字和成绩,输出5个学生中排名第3的名字和成绩。,"只有一组案例。

有5行数据，每行数据由一个不含空格的字符串a和一个整数b组成，表示学生的名字和成绩。（保证不会有相同的成绩）

","输出成绩居中（即排第3名）的学生名字和成绩。

名字和成绩之间有个空格，输出完换行。

",,"AAA 70

BBB 90

CCC 100

DDD 80

EEE 60







","DDD 80


",63.64%,70,110,https://www.xujcoj.com/home/contest/1326/problem/4,https://www.xujcoj.com/home/contest/1326/problem,https://www.xujcoj.com/home/problem?keyword3=1326,https://www.xujcoj.com/home/problem/detail/4027
4194：ABCD,22-23(2)第5次线上赛,2：ABCD,有A、B、C、D四种商品，单价分别是1元、2元、3元、4元，已知罗少一共买了x件商品，花了总共y元，问每种商品分别买了多少件？,"只有一组案例。两个正整数x和y，表示商品的件数和商品的总价。（x<=1000，y<=1000）

","输出4个整数，代表购买A、B、C、D的件数。每两个数之间有一个空格。

当然可能有好几种合法解，如果遇到这种情况，优先输出A的件数比较少的解；如果A的件数一样，则优先输出B的件数比较少的解；...；以此类推。

每一组合法解输出完都要换行。

如果无解，输出None，换行。





",,4 10,"0 2 2 0

0 3 0 1

1 0 3 0

1 1 1 1

2 0 0 2",42.31%,11,26,https://www.xujcoj.com/home/contest/1385/problem/2,https://www.xujcoj.com/home/contest/1385/problem,https://www.xujcoj.com/home/problem?keyword3=1385,https://www.xujcoj.com/home/problem/detail/4194
4195：下雨了,22-23(2)第5次线上赛,3：下雨了,从宿舍到教学楼一共有a米路，沿路共有b把雨伞，每把雨伞可以覆盖一定范围，保证这个范围内的地面不会被雨淋到。问罗少不带伞的情况下，从宿舍到教学楼，是否会被雨淋到？,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例先是两个正整数a和b，表示有a米的路，b把雨伞。（a<=10000，b<=1000）
然后是b行数据，每行数据由两个正整数c和d组成，表示某一把雨伞的覆盖范围从第c米到第d米（含第c米和第d米，假设路是从第1米到第a米，每把伞的覆盖范围不会超过100米）。（1<=c<=d<=a）","针对每组案例，如果伞可以覆盖所有区域，则输出Yes，否则输出No。
每组案例输出完都要换行。",,"2
10 3
1 5
8 10
4 7
8 2
1 3
5 8","Yes
No",53.57%,30,56,https://www.xujcoj.com/home/contest/1385/problem/3,https://www.xujcoj.com/home/contest/1385/problem,https://www.xujcoj.com/home/problem?keyword3=1385,https://www.xujcoj.com/home/problem/detail/4195
4198：拆解,22-23(2)第5次线上赛,5：拆解,从一个9位正整数中抽取2个数字，构成最大的两位数，问该数字是多少？,"这是一道多组案例题。一个正整数n，表示案例的数量。（n<=100）
每组案例由一个9位正整数a组成。","针对每组案例，输出一个两位数，该数字是从a中的9位数字里抽取2个数字构成的最大两位数。
每组案例输出完都要换行。","案例1中，从123456789中抽取8和9两个数字，构成最大两位数98。
案例2中，从102887645中抽取2个8数字，构成最大两位数88。","2
123456789
102887645","98
88",62.26%,33,53,https://www.xujcoj.com/home/contest/1385/problem/5,https://www.xujcoj.com/home/contest/1385/problem,https://www.xujcoj.com/home/problem?keyword3=1385,https://www.xujcoj.com/home/problem/detail/4198
4300：月份的天数,23-24(1)第1次线上赛,3：月份的天数,输入年月日，输出从该月开始连续三个月每个月的天数。,三个正整数y、m、d，表示一个合法的日期y年m月d日,三个整数，表示从该日期开始，连续三个月每个月的天数（包括该日期所在的月份）。每两个数之间有一个空格，最后不要换行。,2023年9月开始起的三个月分别是9月、10月、11月，对应的天数分别是30天、31天、30天。,2023 9 29,30 31 30,12.80%,111,867,https://www.xujcoj.com/home/contest/1452/problem/3,https://www.xujcoj.com/home/contest/1452/problem,https://www.xujcoj.com/home/problem?keyword3=1452,https://www.xujcoj.com/home/problem/detail/4300
4302：数的乘积,23-24(1)第1次线上赛,6：数的乘积,有4个整数，问是否能从中挑选出两个数，使得这两个数的乘积是负数？,4个整数,如果能找到两个数的乘积是负数，则输出Yes，否则输出No。不要换行。,,3 4 -1 -5,Yes,51.06%,240,470,https://www.xujcoj.com/home/contest/1452/problem/6,https://www.xujcoj.com/home/contest/1452/problem,https://www.xujcoj.com/home/problem?keyword3=1452,https://www.xujcoj.com/home/problem/detail/4302
4303：复数乘法,23-24(1)第1次线上赛,1：复数乘法,复数运算是高中数学里的一个基本知识，现在有两个复数，分别是a+bi和c+di，求这两个复数相乘后的乘积，实部和虚部分别是多少？,4个整数a、b、c、d，表示第一个复数的实部、虚部，第二个复数的实部、虚部。,两个整数，表示复数乘积的实部和虚部。中间间隔一个空格，不要换行。,,1 2 3 4,-5 10,75.06%,298,397,https://www.xujcoj.com/home/contest/1452/problem/1,https://www.xujcoj.com/home/contest/1452/problem,https://www.xujcoj.com/home/problem?keyword3=1452,https://www.xujcoj.com/home/problem/detail/4303
4304：比日期,23-24(1)第1次线上赛,4：比日期,比较两个日期，如果第一个日期比第二个日期更早，则输出Early；如果第一个日期比第二个日期更晚，则输出Late；如果两个日期是同一天，则输出Same。,"第一行有三个整数y1、m1、d1，表示第一个日期的年月日。
第二行有三个整数y2、m2、d2，表示第二个日期的年月日。
保证日期都是合法的。","如果第一个日期比第二个日期更早，则输出Early；
如果第一个日期比第二个日期更晚，则输出Late；
如果两个日期是同一天，则输出Same。
不要换行。",,"2023 9 27
2023 9 30",Early,52.39%,230,439,https://www.xujcoj.com/home/contest/1452/problem/4,https://www.xujcoj.com/home/contest/1452/problem,https://www.xujcoj.com/home/problem?keyword3=1452,https://www.xujcoj.com/home/problem/detail/4304
4310：星号阵列27,23-24(1)第2次线上赛,1：星号阵列27,"又见星号阵列。

有一个n行n列的星号阵列（n为不小于5奇数），其中最边缘一圈正方形是星号，正方形的最大内接菱形也是星号，请输出这个阵列。
例如当n=7时，阵列如下：

","只有一组案例。
一个不小于5的奇数n，含义见题目描述。",输出该星号阵列，最后一行结尾正常换行。,,9,,55.48%,167,301,https://www.xujcoj.com/home/contest/1484/problem/1,https://www.xujcoj.com/home/contest/1484/problem,https://www.xujcoj.com/home/problem?keyword3=1484,https://www.xujcoj.com/home/problem/detail/4310
4313：最大值-1,23-24(1)第2次线上赛,5：最大值-1,求一堆正整数中，逆着看最大的数字,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例先是一个正整数m，表示这组案例有m个数字，（m<=100）
然后是m个正整数。（均不大于1亿）","针对每组案例，输出一个整数，该整数是这m个正整数中逆着看最大的数字。如果有多个整数逆着看最大，则输出其中最大的。
每组案例输出完都要换行。","第一组案例中，16和160逆着看都是61（061也是61），23逆着看是32，故答案是16和160中较大的160。
第二组案例中，129逆着看是921，345逆着看是543，678逆着看是876，故答案是129。","2
3
16 160 23
3
129 345 678","160
129",33.11%,49,148,https://www.xujcoj.com/home/contest/1484/problem/5,https://www.xujcoj.com/home/contest/1484/problem,https://www.xujcoj.com/home/problem?keyword3=1484,https://www.xujcoj.com/home/problem/detail/4313
4314：最大值-2,23-24(1)第2次线上赛,5：最大值-1,求一堆正整数中，逆着看最大的数字,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例先是一个正整数m，表示这组案例有m个数字，（m<=100）
然后是m个正整数。（均不大于1亿）","针对每组案例，输出一个整数，该整数是这m个正整数中逆着看最大的数字。如果有多个整数逆着看最大，则输出其中最大的。
每组案例输出完都要换行。","第一组案例中，16和160逆着看都是61（061也是61），23逆着看是32，故答案是16和160中较大的160。
第二组案例中，129逆着看是921，345逆着看是543，678逆着看是876，故答案是129。","2
3
16 160 23
3
129 345 678","160
129",33.11%,49,148,https://www.xujcoj.com/home/contest/1484/problem/5,https://www.xujcoj.com/home/contest/1484/problem,https://www.xujcoj.com/home/problem?keyword3=1484,https://www.xujcoj.com/home/problem/detail/4313
